,question,relevant_documents_from_dense_retrieval
108,מה הנפח הנקוב של נקודות זכות הנדרש להשלים לתואר?,"[Document(id='3a40b115-a96c-4875-9e9a-9bbf8ec386ce', metadata={'source': '373-2025.pdf', 'start_index': 1051}, page_content='ת, תכנית\nהלימודים מובנית ולרוב הקורסים נדרשים קורסי קדם. תכנית הלימודים המומלצת מאפשרת בחירה מוגבלת\nבקצב ההתקדמות. על הסטודנט לצבור מספר נקודות כמפורט להלן לשם מילוי חובותיו לקבלת התואר הראשון.\nבכל סמסטר יזוכה הסטודנט במספר נקודות לפי המקצועות ש')]"
109,מהם סוגי הקורסים העיקריים בלימודי התואר הראשון לפי הטבלה?,"[Document(id='acff1bc6-35c0-44af-94ef-0cdd92ae0f5c', metadata={'source': '362-2025.pdf', 'start_index': -1}, page_content='�ימיה\nותכנות מחשבים וכן במקצועות מדעי ההנדסה הבסיסיים שהוזכרו לעיל. השנתיים המתקדמות מוקדשות\nלהתמחות במסלולים לפי בחירת התלמיד. לקראת שנת הלימודים השלישית רשאי התלמיד לבחור באחד מתוך\nמתשעת מסלולי ההתמחות. במסגרת מסלול ההתמחות התלמידים לומדים מקצועות שונים'), Document(id='c4b63ade-0f72-4e6a-9f6a-a61cb996316a', metadata={'source': '361-2025.pdf', 'start_index': 17842}, page_content=' לפחות חמישה\nקורסי ליבה מתוך הרשימה המפורטת בהמשך.\n5. מקצועות מסלול התמחות )שנה שלישית ורביעית( - כל תלמיד חייב לבחור בשני מסלולי התמחויות\nמתוך המסלולים של התואר. לכל התמחות יש מספר מקצועות חובה. על מנת להשלים את הדרישות\nלמסלול יש לקחת את קורסי הליבה המתאימים, לקחת ל')]"
110,מה כוללת המחלקה להנדסת מכונות באוניברסיטת בן גוריון?,"[Document(id='87b57f49-f25b-4e42-bdec-2092b92042f3', metadata={'source': '361-2025.pdf', 'start_index': -1}, page_content='�וגר במדעים (.B.Sc) בהנדסת חשמל ומחשבים\nרקע כללי\nתכנית הלימודים לתואר בוגר במדעים בהנדסת חשמל ומחשבים היא אחת התכניות במסגרת ביה""ס להנדסת\nחשמל ומחשבים באוניברסיטת בן-גוריון בנגב . העבודה בתעשיית ההיטק דורשת מהמהנדס גמישות מחשבתית\nויכולת להבין ולהתמודד עם נ'), Document(id='ad00fd9b-047a-4e7a-9b50-3e96bfdca407', metadata={'source': '362-2025.pdf', 'start_index': 7631}, page_content='תואר כפול הנדסת מכונות-הנדסת חשמל ומחשבים\nהמחלקה להנדסת מכונות ובית הספר להנדסת חשמל מקיימות תוכנית משולבת לתואר כפול. התוכנית המשולבת\n""הנדסת מכונות וחשמל"" מעניקה לבוגריה תואר כפול: .B.Sc בהנדסת מכונותו-.B.Sc בהנדסת חשמל\nומחשבים. בוגרי התוכנית יכולים לה'), Document(id='ec0943c5-2010-4086-b0b7-6a5d03b65d9e', metadata={'source': '361-2025.pdf', 'start_index': -1}, page_content='�ר במדעים ).B.Sc( בהנדסת מערכות תקשורת\nרקע כללי\nתכנית הלימודים לתואר בוגר במדעים בהנדסת מערכות תקשורת היא אחת התכניות במסגרת ביה""ס להנדסת חשמל\nומחשבים באוניברסיטת בן-גוריון בנגב .\nמערכות מיחשוב ומידע הפכו זה מכבר למרכיב בלתי נפרד מן החיים המודרנים. מע'), Document(id='dd722e5f-345f-4057-b7e0-0253de994bb8', metadata={'source': '362-2025.pdf', 'start_index': 7210}, page_content=' הנדסת מכונות-הנדסת חומרים\nהמחלקה להנדסת מכונות והמחלקה להנדסת חומרים מקיימות תוכנית משולבת לתואר כפול. התוכנית המשולבת\nמעניקה לבוגריה תואר כפול: .B.Sc בהנדסת מכונותו-.B.Sc בהנדסת חומרים. בוגרי התוכנית יכולים להירשם\nבפנקס המהנדסים וכמו כן באפשרותם לה')]"
111,מהו תפקידו המרכזי של מהנדס המכונות?,"[Document(id='c9e4f7ec-6387-49ad-8ec3-0a012f693c10', metadata={'source': '362-2025.pdf', 'start_index': 1223}, page_content=' רובוטים ומערכות אלקטרו-מכניות משובצות מחשב )מערכות מכטרוניות( לשימושים שונים.\nתפקיד מהנדס המכונות הנו להביא ידע מדעי לכדי יישום במערכות מכאניות. בעבודתו משתמש מהנדס המכונות\nבמדעי ההנדסה השונים, במחשבים, במעבדות ובאמצעי ייצור שונים. בנוסף למדע'), Document(id='86b7cde3-4bc9-44dd-b7f4-971e48dd4de2', metadata={'source': '362-2025.pdf', 'start_index': -1}, page_content='� שני קורסי בחירה ממחלקות אחרות.\nמסלול התמחות 7: מערכות הספק\nבמסלול זה יתמחה מהנדס המכונות במקור העיקרי לתנועות המכניות והדינאמיקה והם מנועים חשמליים.\nבמסלול זה יכיר מהנדס המכונות את האספקט החשמלי של מערכות מתח גבוה, הנע חשמלי ומערכות הספק .\nלהשלמת ה'), Document(id='9c2dadd3-6f14-461f-8777-360b194e21e8', metadata={'source': '383-2025.pdf', 'start_index': -1}, page_content='ת מידע ותקשורת ועוד. הצורך לנתח ולתכנן מערכות אלו, לא רק מנקודת מבט של\nתחום מדעי – טכנולוגי ספציפי יחיד, אלא מהיבטים נוספים\nמהנדס המערכת מופקד על הרמה הטכנית / המקצועית של פרויקט מערכתי הנדסי - טכנולוגי וחלק מהנהלת\nהפרויקט. הוא מוביל את הפתרו�'), Document(id='ad7839c4-6cfa-41a5-8fe7-a35d99837688', metadata={'source': '362-2025.pdf', 'start_index': -1}, page_content='�ל מערכות רובוטיות. במסגרת זו התלמידים לומדים על המאפיינים הקינמטיים\nוהדינאמיים של מערכות רובוטיות והרקע התיאורטי הדרוש לצורך הפעלה ובקרה של מערכות אלה.\nלמהנדסי בקרה בעלי תואר בהנדסת מכונות יש יתרון גדול הקשור ביכולת של מהנדס המכונות להבין תהליכים\nדינאמיים �'), Document(id='7ba2a95c-84a9-4d67-b6fa-8e61655c3535', metadata={'source': '362-2025.pdf', 'start_index': -1}, page_content='� המכונות להכיר את הרקע המאפיין את המערכת\nבה הוא עוסק.\nהמחלקה להנדסת מכונות באוניברסיטת בן-גוריון בנגב הוקמה בשנת 1967 והיא תרמה ותורמת רבות בהוראה,\nמחקר, פיתוח וייעוץ לתעשייה. עד כה הוכשרו בהכ-4500 בוגרים. הבוגרים עוסקים בפיתוח, תיכון וייצור\nבתעשיית התעופה, הת�')]"
112,כיצד מורכבת תכנית הלימודים לתואר ראשון בהנדסת מכונות?,"[Document(id='1edf2272-0330-4b0b-a051-b6782f85fcf0', metadata={'source': '361-2025.pdf', 'start_index': -1}, page_content='�ת זהות\nבית הספר להנדסת חשמל ומחשבים הוא מסגרת ייחודית בנוף ההנדסה במדינת ישראל. בית הספר מאגד\nבמסגרתו מספר תכניות לימודים לתואר ראשון, כמו גם מספר תכניות לימודים לתארים מתקדמים )שני ושלישי(,\nהמספקים לסטודנטים רוחב יריעה, מגוון אפשרויות, והכרות נרחבת �'), Document(id='debdd0bf-5e54-4672-9030-83b30abfbbe6', metadata={'source': '361-2025.pdf', 'start_index': -1}, page_content='�יה הנדסית בצורה מודרכת ומונחית .\nהחל משנה""ל תשפ""ב קיימת חובה ללמוד שני קורסים לתואר ראשון באנגלית.\n7\n מבנה תוכנית הלימודים לתואר ראשון בהנדסת חשמל ומחשבים\nתוכנית הלימודים בתואר להנדסת חשמל ומחשבים ),B.Sc( מורכבת מקבוצת מקצועות כדלקמן :\n1. מקצועות קדם לימוד')]"
113,איזו הכשרה בסיסית מקבלים הסטודנטים בשתי שנות הלימוד הראשונות?,"[Document(id='31060e60-b7f4-41a9-90b7-58721d25e650', metadata={'source': '362-2025.pdf', 'start_index': -1}, page_content='� לתפקידי ניהול פרויקטים וניהול כללי בתעשייה.\nמבנה תכנית הלימודים\nתכנית הלימודים לתואר ראשון (.B.Sc) מקנה לבוגרים את התואר מהנדס. משך הלימודים המקובל לתואר ראשון\nהוא ארבע שנים. הלימודים משלבים הרצאות, תרגולים, מעבדות ופרויקטים. התכנית מספקת בסיס רחב המקנה\nלתלמיד'), Document(id='d87fa0d0-c255-49cd-a00c-0a7a38cdcae0', metadata={'source': '362-2025.pdf', 'start_index': -1}, page_content=' לכל אורך הלימודים. התוכנית היא בת ארבע\nשנים ומציבה אתגר ועומס לימודים גדול בפני התלמידים שמתקבלים: 210 נקודות זכות )200 נקודות זכות\nלאלו שהחלו ללמוד לפני תשע""ו( במשך ארבע השנים בהשוואהל-160 נקודות זכות הנדרשות בהנדסת\nמכונות ול-120 נקודות זכות הנדרשות במשך 3 שנים �'), Document(id='35e9cc24-79c9-422f-b363-7a34eb6a948c', metadata={'source': '362-2025.pdf', 'start_index': -1}, page_content='�הירשם בפנקס המהנדסים וכמו כן באפשרותם להמשיך ללא השלמות לתואר השני והשלישי\nבמחלקה להנדסת מכונות או במחלקה למתמטיקה לפי בחירתם. התוכנית היא בת ארבע שנים ומציבה אתגר\nועומס לימודים גדול בפני התלמידים שמתקבלים: 210 נקודות זכות במשך ארבע השנים בהשוואהל-160\nנקוד'), Document(id='acff1bc6-35c0-44af-94ef-0cdd92ae0f5c', metadata={'source': '362-2025.pdf', 'start_index': -1}, page_content='�ימיה\nותכנות מחשבים וכן במקצועות מדעי ההנדסה הבסיסיים שהוזכרו לעיל. השנתיים המתקדמות מוקדשות\nלהתמחות במסלולים לפי בחירת התלמיד. לקראת שנת הלימודים השלישית רשאי התלמיד לבחור באחד מתוך\nמתשעת מסלולי ההתמחות. במסגרת מסלול ההתמחות התלמידים לומדים מקצועות שונים')]"
114,כיצד בנויות השנים המתקדמות בלימודי הנדסת מכונות?,"[Document(id='18379726-53d6-4496-88a3-a65bfe22eec7', metadata={'source': '364-2025.pdf', 'start_index': 5558}, page_content='ישות גבוהות ושילוב תכנים חדשניים המשקפים את התפתחותו המהירה של המקצוע .\n2\n תכניות הלימוד במחלקה\nמידע מפורט נוסף על תכניות הלימודים השונות במחלקה מוצג בהמשך מסמך זה .\nלימודי התואר הראשון\nתוכנית הלימודים הארבע -שנתית לתואר ראשון ).B.Sc( בהנדסת תעשייה וניהול מיוע'), Document(id='132534c3-c27a-4bb4-8a88-f26ba3fda7d1', metadata={'source': '374-2025.pdf', 'start_index': -1}, page_content='אר ראשון – הנדסת בניין\nתוכנית הלימודים של לימודי הסמכה של מהנדס.ת הבניין באוניברסיטת בן-גוריון בנגב בנויה ממקצועות מדעיים\nבסיסיים במתמטיקה, פיזיקה, כימיה ומחשוב, הניתנים על ידי הפקולטה למדעי הטבע, ושאחריהם נלמדים\nמקצועות האנליזה והתכן. המקצועות בה�'), Document(id='e15bd100-fbbe-45a9-a4a5-73075ff9cb14', metadata={'source': '361-2025.pdf', 'start_index': 12743}, page_content='מטיקה, פיזיקה, מדעי המחשב, הנדסת\nחשמל, והנדסת מחשבים. החל מן השנה השניה הסטודנטים בתכנית להנדסת מערכות תקשורת מתמקדים בקורסים\nמתקדמים בנושאי מחשוב, תקשורת, ורשתות, במקביל להעמקה בתחומי בסיס מתמטיים הדרושים בתחומים\nמתקדמים אלו. תכנית הלימודים מאפשרת')]"
115,מהו פרויקט הגמר בלימודי הנדסת מכונות?,"[Document(id='a93d683c-3bea-4144-b64b-eab0121e1a1b', metadata={'source': '372-2025.pdf', 'start_index': 51625}, page_content='""י הוועדה המחלקתית.\n• קורס שיטות מחקר במערכות מידע: על התלמיד לקחת קורס זה במהלך שנת הלימודים\nהראשונה במסגרת לימודי ההשלמה, במידה ולא לקח אותו או קורס מקביל במסגרת לימודי\nהתואר השני.\n• קורס כתיבה מדעית: קורס זה ניתן מטעם הפקולטה להנדסה לכל תלמידי הדוקטור'), Document(id='da204826-fcf5-4795-963f-eeefe121ed1c', metadata={'source': '373-2025.pdf', 'start_index': -1}, page_content='ה הסטודנט במספר נקודות לפי המקצועות שאותם למד ועמד בבחינות בהצלחה.\nלמידע על מסלול מית""ר להנדסה – מסלול מהיר לתואר שני למצטייני תואר ראשון, ראה פרק תואר שני במדעי\nהמחשב ובהנדסת מערכות מידע. מסלול זה מיועד לסטודנטים בשנהג\' ללימודיהם.\nלמידע על מגמת �')]"
116,אילו תחומי מחקר והתמחות קיימים בקרב חברי הסגל במחלקה?,[]
117,כיצד מתבטאת ההתנסות המעשית במסגרת הלימודים?,"[Document(id='1d1e66be-9276-43e7-8616-d8451543f753', metadata={'source': '372-2025.pdf', 'start_index': 12536}, page_content='גרת פרויקט הגמר, הסטודנטים יתמודדו עם בעיות ואתגרים מעשייםו יידרשו להוציא אל הפועל את\nהידע הנרכש באמצעות כלי התוכנה שיעמדו לרשותם. חלק מהפרויקטים יתבצעו בשיתוף הדוק עם\nהתעשייה הרלוונטית.\nיש ללמוד שלושה קורסי בחירה המוכרים במגמה, ניתן ללמוד קורסי בחירה נ'), Document(id='26773818-d8c9-49a8-b270-eec6132ed1a1', metadata={'source': '361-2025.pdf', 'start_index': 115736}, page_content=' את כל חובותיו לתואר תוך 3 שנים מתחילת לימודיו\nבמעמד ""מן המניין"".\nתקופת חופשת לימודים איננה נכללת בחישוב תקופת הלימוד.\n3. קורסים\nמטרת קורסי הלימוד היא הכשרת התלמיד והענקת כלים בסיסיים בתחום התמחות ראשי ובתחומים\nמשניים התומכים בביצוע המחקר לתיזה. פירוט מסלולי ההתמח')]"
118,מה נדרש מכל תלמיד לצבור כדי להשלים את התואר בהנדסת מכונות?,[]
119,מהו האופי הייחודי של בית הספר להנדסת חשמל ומחשבים?,"[Document(id='3bf49e53-a5cd-4ec4-b620-4ce81496c058', metadata={'source': '361-2025.pdf', 'start_index': -1}, page_content='� יידע\nמעמיק, תאורטי ומעשי, ייחודי ובין-תחומי. הידע הזה נמצא במלואו, ובהיבטים רבים, בבית הספר להנדסת\nחשמל ומחשבים באוניברסיטת בן-גוריון. אנו פותחים לימודי מיקוד במערכות מאובטחות במסגרת תואר\nשני בהנדסת חשמל ומחשבים, המיועדים להכשרת מומחים בנושא. ההכשרה תכלו'), Document(id='2121f787-f6b9-4191-a453-b7ad6990eb36', metadata={'source': '361-2025.pdf', 'start_index': -1}, page_content='�קדמית, והן בתעשיית ההייטק .\nמטרת בית הספר להנדסת חשמל ומחשבים היא כפולה. מחד, ביה""ס מכשיר מהנדסים בעלי רקע בסיסי במדעי\nהיסוד ובמקצועות היסוד בתחומי הנדסת החשמל, הנדסת המחשבים, והנדסת מערכות התקשורת. הרקע\nהבסיסי הוא חיוני כדי לאפשר למהנדס להתמוד'), Document(id='1edf2272-0330-4b0b-a051-b6782f85fcf0', metadata={'source': '361-2025.pdf', 'start_index': -1}, page_content='�ת זהות\nבית הספר להנדסת חשמל ומחשבים הוא מסגרת ייחודית בנוף ההנדסה במדינת ישראל. בית הספר מאגד\nבמסגרתו מספר תכניות לימודים לתואר ראשון, כמו גם מספר תכניות לימודים לתארים מתקדמים )שני ושלישי(,\nהמספקים לסטודנטים רוחב יריעה, מגוון אפשרויות, והכרות נרחבת �'), Document(id='c1ec31e2-97fb-4b94-8173-8c4a94415125', metadata={'source': '361-2025.pdf', 'start_index': -1}, page_content='�ארי. .B.Sc: הנדסת חשמל ומחשבים, הנדסת חשמל ומחשבים עם\nהתמחות במתמטיקה, הנדסת מחשבים והנדסת מערכות תקשורת. לכל אחד מהתארים הנ""ל יש מסלולי לימוד\nשיפורטו בהמשך. הלימודים לתואר שני ושלישי במסגרת בית הספר מתקיימים במסגרת שלושה חוגים: החוג\nלהנדסת חשמל ומחשבים, ה'), Document(id='87b57f49-f25b-4e42-bdec-2092b92042f3', metadata={'source': '361-2025.pdf', 'start_index': -1}, page_content='�וגר במדעים (.B.Sc) בהנדסת חשמל ומחשבים\nרקע כללי\nתכנית הלימודים לתואר בוגר במדעים בהנדסת חשמל ומחשבים היא אחת התכניות במסגרת ביה""ס להנדסת\nחשמל ומחשבים באוניברסיטת בן-גוריון בנגב . העבודה בתעשיית ההיטק דורשת מהמהנדס גמישות מחשבתית\nויכולת להבין ולהתמודד עם נ'), Document(id='9227b42b-374d-4377-9488-e556f0bab77c', metadata={'source': '361-2025.pdf', 'start_index': -1}, page_content='�שמל ומחשבים ובוגר.B.Sc במדעי המחשב. לפיכך בוגר\nהתוכנית יוכל להמשיך ללא השלמות לתואר שני בבית הספר להנדסת חשמל ומחשבים או במחלקה למדעי המחשב,\nלפי בחירתו .\nהתוכנית מיועדת לתלמידים שיעמדו בתנאי הקבלה לתואר ראשון של כל אחת מהמחלקות - הנדסת חשמל\nומחשבים ומדעי המחש'), Document(id='ec0943c5-2010-4086-b0b7-6a5d03b65d9e', metadata={'source': '361-2025.pdf', 'start_index': -1}, page_content='�ר במדעים ).B.Sc( בהנדסת מערכות תקשורת\nרקע כללי\nתכנית הלימודים לתואר בוגר במדעים בהנדסת מערכות תקשורת היא אחת התכניות במסגרת ביה""ס להנדסת חשמל\nומחשבים באוניברסיטת בן-גוריון בנגב .\nמערכות מיחשוב ומידע הפכו זה מכבר למרכיב בלתי נפרד מן החיים המודרנים. מע'), Document(id='42aed290-c8ed-4a4f-9553-9d4378763ee7', metadata={'source': '361-2025.pdf', 'start_index': -1}, page_content='�שענת על היכולת להכשיר\nמהנדסים בעלי ראייה נרחבת בתחומים אלו.\nתכנית הלימודים לתואר הראשון ).B.Sc( בהנדסת מערכות תקשורת כוללת שנה ראשונה של לימודי יסוד המשותפת\nלכלל תלמידי ביה""ס להנדסת חשמל ומחשבים, ועיקרה קורסי יסוד במתמטיקה, פיזיקה, מדעי המחשב, הנדסת\nחשמל, וה�'), Document(id='584c9243-3cb1-48cd-8603-d92bdf36d99b', metadata={'source': '361-2025.pdf', 'start_index': -1}, page_content='�ביה""ס להנדסת חשמל ומחשבים באוניברסיטת בן-גוריון בנגב, מאפשרת לסטודנטים לקבל החלטה\nמושכלת יותר באשר לתחום הלימודים הרצוי להם, אחרי שנה שלמה שבה קיבלו הזדמנות להכיר מעט יותר\nלעומק את התכנים הרלוונטיים לתכניות השונות, את ההבדלים ביניהן, ואת הייחודיות של כ'), Document(id='7ed6a4de-28d2-467c-9bdb-533818ecd8e9', metadata={'source': '361-2025.pdf', 'start_index': 2542}, page_content=' השונות, את ההבדלים ביניהן, ואת הייחודיות של כל תכנית.\nהחל משנת הלימודים השניה מתחילים הסטודנטים להתמקד בתכנים ספציפיים בהתאם לתכנית הלימודים בה\nהם לומדים; )1( בתכנית להנדסת חשמל ומחשבים הדגשים הם על תחומים כגון הספק ואנרגיה, אלקטרומגנטיות\nומיקרוגלים')]"
120,מה מטרת בית הספר להנדסת חשמל ומחשבים בהכשרת מהנדסים?,"[Document(id='87b57f49-f25b-4e42-bdec-2092b92042f3', metadata={'source': '361-2025.pdf', 'start_index': -1}, page_content='�וגר במדעים (.B.Sc) בהנדסת חשמל ומחשבים\nרקע כללי\nתכנית הלימודים לתואר בוגר במדעים בהנדסת חשמל ומחשבים היא אחת התכניות במסגרת ביה""ס להנדסת\nחשמל ומחשבים באוניברסיטת בן-גוריון בנגב . העבודה בתעשיית ההיטק דורשת מהמהנדס גמישות מחשבתית\nויכולת להבין ולהתמודד עם נ'), Document(id='42aed290-c8ed-4a4f-9553-9d4378763ee7', metadata={'source': '361-2025.pdf', 'start_index': -1}, page_content='�שענת על היכולת להכשיר\nמהנדסים בעלי ראייה נרחבת בתחומים אלו.\nתכנית הלימודים לתואר הראשון ).B.Sc( בהנדסת מערכות תקשורת כוללת שנה ראשונה של לימודי יסוד המשותפת\nלכלל תלמידי ביה""ס להנדסת חשמל ומחשבים, ועיקרה קורסי יסוד במתמטיקה, פיזיקה, מדעי המחשב, הנדסת\nחשמל, וה�'), Document(id='ec0943c5-2010-4086-b0b7-6a5d03b65d9e', metadata={'source': '361-2025.pdf', 'start_index': -1}, page_content='�ר במדעים ).B.Sc( בהנדסת מערכות תקשורת\nרקע כללי\nתכנית הלימודים לתואר בוגר במדעים בהנדסת מערכות תקשורת היא אחת התכניות במסגרת ביה""ס להנדסת חשמל\nומחשבים באוניברסיטת בן-גוריון בנגב .\nמערכות מיחשוב ומידע הפכו זה מכבר למרכיב בלתי נפרד מן החיים המודרנים. מע'), Document(id='2cce989e-78c7-487b-a98d-0eacf9f44c66', metadata={'source': '372-2025.pdf', 'start_index': -1}, page_content='היה לתלמיד מנחה מהמחלקה להנדסת מערכות תוכנה ומידע, ומנחה נוסף מהפקולטה למדעי\nהרפואה.\nלמי מתאימה התכנית?\nלימודי המגמה מיועדים בעיקר לבוגרי תואר ראשון בהנדסת מערכות מידע, הנדסת תוכנה, מדעי המחשב או\nתכניות דומות, או לבוגרי תואר ראשון לפחות ברפואה, במ�'), Document(id='ad00fd9b-047a-4e7a-9b50-3e96bfdca407', metadata={'source': '362-2025.pdf', 'start_index': 7631}, page_content='תואר כפול הנדסת מכונות-הנדסת חשמל ומחשבים\nהמחלקה להנדסת מכונות ובית הספר להנדסת חשמל מקיימות תוכנית משולבת לתואר כפול. התוכנית המשולבת\n""הנדסת מכונות וחשמל"" מעניקה לבוגריה תואר כפול: .B.Sc בהנדסת מכונותו-.B.Sc בהנדסת חשמל\nומחשבים. בוגרי התוכנית יכולים לה'), Document(id='ab9d78db-8104-406e-a1b6-29d8d0c67b8b', metadata={'source': '361-2025.pdf', 'start_index': 125804}, page_content='כנית מית""ר להנדסה )מסלול ישיר לתואר שני (\nמטרת התוכנית היא קידום מהיר של תלמידים מצטיינים עם פוטנציאל גבוה להשתלב במחקרים\nבחזית המדע. התוכנית מיועדת לתלמידי תואר ראשון בהנדסת חשמל ומחשבים בסוף הסמסטר\nהשישי, וכן לתלמידי תואר ראשון בתואר כפול בהנדסת חשמל -מתמט'), Document(id='132534c3-c27a-4bb4-8a88-f26ba3fda7d1', metadata={'source': '374-2025.pdf', 'start_index': -1}, page_content='אר ראשון – הנדסת בניין\nתוכנית הלימודים של לימודי הסמכה של מהנדס.ת הבניין באוניברסיטת בן-גוריון בנגב בנויה ממקצועות מדעיים\nבסיסיים במתמטיקה, פיזיקה, כימיה ומחשוב, הניתנים על ידי הפקולטה למדעי הטבע, ושאחריהם נלמדים\nמקצועות האנליזה והתכן. המקצועות בה�')]"
121,אילו תכניות לתואר ראשון מוצעות בבית הספר להנדסת חשמל ומחשבים?,"[Document(id='87b57f49-f25b-4e42-bdec-2092b92042f3', metadata={'source': '361-2025.pdf', 'start_index': -1}, page_content='�וגר במדעים (.B.Sc) בהנדסת חשמל ומחשבים\nרקע כללי\nתכנית הלימודים לתואר בוגר במדעים בהנדסת חשמל ומחשבים היא אחת התכניות במסגרת ביה""ס להנדסת\nחשמל ומחשבים באוניברסיטת בן-גוריון בנגב . העבודה בתעשיית ההיטק דורשת מהמהנדס גמישות מחשבתית\nויכולת להבין ולהתמודד עם נ'), Document(id='3d1e67be-3211-4b5b-b112-a60837027e19', metadata={'source': '361-2025.pdf', 'start_index': -1}, page_content='� בהנדסת חשמל ומחשבים 8\nתוכנית לימודים לתואר ראשון בהנדסת חשמל ומחשבים\nעם מסלול התמחות במתמטיקה 28\nתוכנית לימודים לתואר ראשון בהנדסת מערכות תקשורת 33\nתוכנית לימודים לתואר ראשון בהנדסת מחשבים 43\nתארים ראשונים כפולים בהנדסת חשמל ומחשבים 49\nשיוך חברי הסגל האקדמי לח'), Document(id='132534c3-c27a-4bb4-8a88-f26ba3fda7d1', metadata={'source': '374-2025.pdf', 'start_index': -1}, page_content='אר ראשון – הנדסת בניין\nתוכנית הלימודים של לימודי הסמכה של מהנדס.ת הבניין באוניברסיטת בן-גוריון בנגב בנויה ממקצועות מדעיים\nבסיסיים במתמטיקה, פיזיקה, כימיה ומחשוב, הניתנים על ידי הפקולטה למדעי הטבע, ושאחריהם נלמדים\nמקצועות האנליזה והתכן. המקצועות בה�'), Document(id='42aed290-c8ed-4a4f-9553-9d4378763ee7', metadata={'source': '361-2025.pdf', 'start_index': -1}, page_content='�שענת על היכולת להכשיר\nמהנדסים בעלי ראייה נרחבת בתחומים אלו.\nתכנית הלימודים לתואר הראשון ).B.Sc( בהנדסת מערכות תקשורת כוללת שנה ראשונה של לימודי יסוד המשותפת\nלכלל תלמידי ביה""ס להנדסת חשמל ומחשבים, ועיקרה קורסי יסוד במתמטיקה, פיזיקה, מדעי המחשב, הנדסת\nחשמל, וה�'), Document(id='2cce989e-78c7-487b-a98d-0eacf9f44c66', metadata={'source': '372-2025.pdf', 'start_index': -1}, page_content='היה לתלמיד מנחה מהמחלקה להנדסת מערכות תוכנה ומידע, ומנחה נוסף מהפקולטה למדעי\nהרפואה.\nלמי מתאימה התכנית?\nלימודי המגמה מיועדים בעיקר לבוגרי תואר ראשון בהנדסת מערכות מידע, הנדסת תוכנה, מדעי המחשב או\nתכניות דומות, או לבוגרי תואר ראשון לפחות ברפואה, במ�'), Document(id='1edf2272-0330-4b0b-a051-b6782f85fcf0', metadata={'source': '361-2025.pdf', 'start_index': -1}, page_content='�ת זהות\nבית הספר להנדסת חשמל ומחשבים הוא מסגרת ייחודית בנוף ההנדסה במדינת ישראל. בית הספר מאגד\nבמסגרתו מספר תכניות לימודים לתואר ראשון, כמו גם מספר תכניות לימודים לתארים מתקדמים )שני ושלישי(,\nהמספקים לסטודנטים רוחב יריעה, מגוון אפשרויות, והכרות נרחבת �'), Document(id='ad00fd9b-047a-4e7a-9b50-3e96bfdca407', metadata={'source': '362-2025.pdf', 'start_index': 7631}, page_content='תואר כפול הנדסת מכונות-הנדסת חשמל ומחשבים\nהמחלקה להנדסת מכונות ובית הספר להנדסת חשמל מקיימות תוכנית משולבת לתואר כפול. התוכנית המשולבת\n""הנדסת מכונות וחשמל"" מעניקה לבוגריה תואר כפול: .B.Sc בהנדסת מכונותו-.B.Sc בהנדסת חשמל\nומחשבים. בוגרי התוכנית יכולים לה')]"
